device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
High-end,159,187,18,5.727805726613556,1.2670051958690787,3000,LDPC,0.06697120632815874,254.65905935186544,3.6498269533387253,0.3563465360050241,2.7745795464827574,0.863321016617573,0.33345876440680877,0.1883591229479487
Low-end,110,223,50,7.535697115049715,1.4562677360533098,3000,BCH,0.08239134214630475,195.58122341597414,2.8616504015905617,0.4549311722542482,1.170471368337978,0.85331670037472,0.3718025744607757,0.148843253677022
High-end,147,139,31,0.6913050596961844,0.5873734075958603,3000,LDPC,0.028340556447018717,377.3058525573783,3.747520519353352,0.21608121059052074,2.1379318332379875,0.8476225821846524,0.370579850551907,0.1671021919846407
Low-end,105,462,11,4.225473883954677,0.46204500701992135,3000,LDPC,0.029484232620282422,110.62780102659877,4.705841720084921,0.43202618313729235,1.6405635427017768,0.8438297072972345,0.46712403726479274,0.12875976346446044
Mid-range,83,198,32,4.377239142343516,0.9546519663528708,4000,BCH,0.012073255138071433,111.4500075141771,4.200861168435878,0.4806110918191542,1.8428452921745366,0.7135893786796089,0.45240671340210503,0.17243494510649027
Mid-range,106,151,10,6.056256612610074,1.7733406612439515,4000,BCH,0.0391622973315708,497.4950563802651,2.3807654759315704,0.19679784272416379,2.7726550157336014,0.9196937934701748,0.31367781553224944,0.1534855452233606
Low-end,121,364,50,9.909723125308615,0.3283577062677743,2000,LDPC,0.035358856321330005,477.1472481796286,4.86075359679752,0.2503845714135354,2.3998691959896163,0.6221151980113915,0.47022716471707837,0.15618387715876897
Low-end,83,380,36,6.7818711034193715,1.5214421567957208,3000,LDPC,0.09418547161518169,286.6102620622734,3.5521969550135744,0.40788425344307944,2.437845078195676,0.996685275216881,0.31206534132687475,0.18087116494040106
Low-end,105,409,30,7.42603679323503,1.5764196516200808,3000,LDPC,0.051099384283807996,453.77948480816343,4.615598464963496,0.47624341948927873,2.0956475877332084,0.6891066396464309,0.3410450797518201,0.1543566661133545
High-end,117,147,30,0.4533847900631799,0.3189227973763505,5000,BCH,0.025550769313191897,180.6977150073272,2.4544823850743724,0.14302858860161194,1.5471493434923578,0.6338991551780732,0.28511000919101803,0.1166509337975157
Mid-range,158,78,35,3.705664941041322,1.064299297246002,5000,LDPC,0.04881717744635057,310.2423132839841,3.2986166987866588,0.3054183947065695,2.2169739173026177,0.7630201020958223,0.3743733618321149,0.17773181981598118
Mid-range,134,468,10,0.11235658020385858,1.1151835007239774,1000,BCH,0.02859912081026996,191.89587679040073,4.030794739707366,0.27604479404199067,2.291186934927762,0.528420095654841,0.3276773162409557,0.14558774852731288
Low-end,86,503,17,4.240164357320978,1.0088678619857037,2000,BCH,0.09756995900198996,340.6545201929038,2.1449752578062844,0.34977726225111516,1.6282923047349969,0.7356059915125226,0.40241177103250014,0.1968909014463467
Low-end,94,407,37,7.0613392028124204,1.9538628209483906,4000,LDPC,0.08267761348676807,149.11643899853092,4.0123996386873095,0.43391643812310765,2.2347416197717354,0.5425306134080577,0.23605715161147056,0.17216803943326053
High-end,141,64,37,7.5626416640150165,0.26712447113672416,1000,BCH,0.017050784762467575,248.9379037830139,3.5589159749192136,0.12138263292724916,2.5118133271191976,0.5799677157109431,0.2819436198603921,0.12280005675050484
Mid-range,119,145,23,2.6746015782729526,1.8316239941887418,4000,BCH,0.06335544505956775,301.2109338424803,2.298692117058005,0.4511871617027561,2.7411884562828805,0.9340981385062714,0.47906675720242314,0.14811274134016422
High-end,154,68,29,9.9006965252175,1.264873637857776,4000,BCH,0.03807442722924113,408.15337959222245,3.6700082828056715,0.18791926125681635,1.7644401596237327,0.9018225865858168,0.2219182893979566,0.18091416447065867
High-end,121,444,17,5.109280054021919,1.2660819325230026,1000,BCH,0.06266599304554682,406.3358870240223,2.9450939732047536,0.24173291819358098,1.1612600511166191,0.6735221518870397,0.33944385559411216,0.14189732603816294
High-end,99,175,24,6.843320102983478,1.2358495343734575,3000,LDPC,0.04448549858162841,456.38746519819875,4.038797884698944,0.2198199580462338,1.6645363565510618,0.8282511438539246,0.3055433483157216,0.12947126862052244
High-end,132,396,49,7.20914230972041,0.4568279586342037,5000,LDPC,0.05685159588386965,320.62839692728323,4.922858534122373,0.1482980453016441,1.062822439006452,0.8792589334353749,0.437543695676543,0.16189744778845827
High-end,94,468,18,2.533730977911445,0.2678889326034422,5000,LDPC,0.09053764728804933,411.1555402483188,2.0657874727949244,0.45241084006745835,1.554155060010407,0.9057831960076743,0.36246563315840163,0.10621999236388671
Low-end,133,218,48,7.8463866578689485,1.197814049486027,2000,BCH,0.032154354654622845,364.87680253949725,3.590302588381519,0.18178344834498128,1.1850140659064348,0.5034430901913561,0.42839648036426703,0.1962938460598399
Mid-range,136,189,41,0.34738676134341884,1.9013822512560559,1000,BCH,0.025073934817230102,385.4844077717175,3.8918896215688994,0.31724913077582084,2.399742741648809,0.9667125252906557,0.2323483743016338,0.13961362454042675
Mid-range,134,452,13,8.347612354720166,1.1211762628765907,1000,LDPC,0.08917769886909768,157.68719962452195,3.50783534092853,0.20549718101572778,1.1034130606960557,0.9552296655703584,0.3276910375408027,0.18167632374867457
Mid-range,104,292,23,0.705164263050902,1.7357032765510367,3000,BCH,0.09890742779298788,301.32263226381076,4.3115751107473645,0.4114942792682339,2.9972209720501395,0.9502449996916502,0.4268680267531003,0.15523296941968953
Mid-range,148,119,48,4.195076028046333,0.8396277617151324,5000,BCH,0.043068605457244336,253.02706806379257,2.6767847713701105,0.18438155017240834,1.1644975485325022,0.7391411177944889,0.4589529617273544,0.15714133995315394
Mid-range,99,374,33,6.221751451749968,0.23115094406878878,3000,LDPC,0.08788343831043878,155.3640816265224,3.1361796076914765,0.3529547059302819,2.789475154095866,0.8423405653701133,0.38328016408332743,0.13847684820179806
High-end,80,411,32,5.910818103805561,1.2089171909384857,1000,BCH,0.02646041721617952,457.35904154652616,3.781485706125713,0.2337346590359021,1.4841227736238836,0.8196379194852992,0.42264308669938777,0.19333436304835505
Mid-range,160,368,20,6.048362935647075,0.8156818484745598,2000,LDPC,0.06757095407595051,280.5140094425683,2.4978999556084114,0.1237769234650747,2.2222600978487854,0.8451080875008203,0.2045603017619636,0.1926032849414576
High-end,133,329,40,3.3743514648578192,1.857824575098694,1000,LDPC,0.09589634290000083,393.4787307701007,2.617688369694008,0.21343775122569975,2.373605966065226,0.8006928512374394,0.3106445275280358,0.16324705933423422
High-end,144,478,11,4.968066517478852,1.263925342626832,1000,BCH,0.05075048770181658,353.5595073986459,4.743186753599925,0.2757704846737019,2.317781990726937,0.6558606730195704,0.3226432012401139,0.1552745769144299
High-end,122,499,22,0.14752466656282034,0.5654433025174554,3000,BCH,0.03557728993897204,126.63552601556525,3.419160614169483,0.12566395855940724,2.3453499446253185,0.9166753138021713,0.3688905163619758,0.195541588311114
Mid-range,124,411,35,7.646592350910285,1.9867111550557761,2000,LDPC,0.09531741043051725,177.588078348418,3.3880482469556767,0.22558829324354562,1.1160669310644498,0.9142978485762905,0.3627816946722301,0.12842839996136754
Mid-range,104,251,24,7.650903157466763,0.8271401654581751,5000,LDPC,0.06073681408967699,235.0011757663254,2.4913901435554284,0.4647055781037098,2.0087738316385324,0.6382697314057657,0.332243587252808,0.13079832741180572
High-end,156,137,25,6.120751830210097,1.5663157964824603,3000,BCH,0.06688263692344086,493.08476118211814,4.416383579482145,0.32299822351260354,1.3779982210473838,0.9407003583825869,0.35334678616250165,0.1853313782519268
High-end,153,497,16,7.4117878485604285,0.4439494776934145,3000,LDPC,0.09947469131740738,273.82293113204634,3.922003751861661,0.35881504625040184,2.6283685636777046,0.9232046998820848,0.3252599309574311,0.15982660424990963
High-end,98,254,33,4.313568609635023,0.5824676458095055,3000,BCH,0.015926602646423458,410.23746758433657,4.086868236616651,0.26006652401778374,2.886663268425475,0.7318710548108052,0.3020585182216001,0.16843649815601813
High-end,160,420,27,8.491713882724785,1.5958134062365292,1000,LDPC,0.08570824356028549,168.11492355272537,3.332897350666574,0.24621530654082158,1.1064528364277977,0.660289214933411,0.45941158438072666,0.14425898960895295
Low-end,160,294,36,8.582489398695813,1.1075054511473663,3000,BCH,0.02870172928565603,251.08518056222246,3.6953396039956976,0.14133265933720718,2.0350207843897623,0.8880818281549103,0.39610680121921427,0.11148987413618386
Low-end,110,343,34,1.136984086427257,0.9429529697055603,4000,BCH,0.04242369176859921,221.74919077064126,4.784527344328108,0.11158519043768728,1.2528424024693212,0.8537744232259198,0.3028629033670497,0.12085064393609012
Mid-range,82,237,19,6.442555866133698,0.6085346779346055,2000,LDPC,0.08861939835528886,311.86122655913175,2.755422260390622,0.34167378309240215,2.4034791539811313,0.5873019558387624,0.22640953752113627,0.17286210531713736
High-end,100,310,43,5.8654427661677,0.9240823094752018,1000,LDPC,0.012076698059930441,363.62411876371976,4.953583783852816,0.14122462441710215,1.381303299879127,0.5860365060118602,0.39147853561138596,0.10985800280948926
Mid-range,82,264,49,8.261406804349692,0.8063604722671085,4000,BCH,0.01645867704060975,351.87761677371014,4.339024623427995,0.3318643224618171,1.4040074239252407,0.579234211353593,0.314114826828641,0.1754492112171698
High-end,150,216,27,2.2684331995166738,1.1791365810139045,5000,LDPC,0.057048587390110754,253.76154040628504,3.0505050636211415,0.24737761483812426,2.0088313371523663,0.5630706563822412,0.48032762975231635,0.10599788624256312
High-end,118,194,34,5.5445897618772255,1.1195248482014128,5000,LDPC,0.0517631578645631,457.7189981806812,2.93657670188924,0.12966142630277147,2.118136249991479,0.7069883394376769,0.4839763828658454,0.15314380831612354
Mid-range,123,113,27,7.806389322580369,1.995318458530274,3000,BCH,0.0655283577068908,216.09717100372626,4.821362468049409,0.1656125063505438,1.352969823093185,0.9016704668286785,0.3440653841282043,0.14045467334485548
High-end,105,99,36,4.46042534355405,0.7555603249559526,4000,BCH,0.03461001284550017,231.6272664144964,2.430765104181537,0.35220013640244174,2.2766994633866036,0.9201215566995733,0.3235421260075548,0.1361922627976929
Low-end,127,207,49,5.001409410100685,1.2788751214765448,3000,BCH,0.05949319369848405,394.49067423501725,2.6449843945341125,0.20388492948352288,1.8351633591411354,0.5457165026547992,0.29662135675597495,0.17286620489453364
Mid-range,95,380,25,9.982971898112154,1.44322256568115,3000,LDPC,0.07545875234784262,483.3064027689715,2.876514090631068,0.35605733354808977,2.4910818280777614,0.61668092300985,0.2868523073438062,0.17312956145269942
High-end,85,362,22,4.052621676298777,1.0304595227390658,5000,BCH,0.06553436111926235,173.3838095460091,4.189308851540984,0.3040264233278285,2.5526819714063884,0.5024870322608612,0.3678800116375115,0.14782606099590953
Low-end,111,479,21,5.436389402570716,0.9813207772512038,4000,BCH,0.08466300385029042,256.4152792209701,4.072675840376215,0.3985999140867694,1.9424104688185257,0.7838015498045295,0.27913914624457786,0.12026177284303449
High-end,121,383,41,4.136743667334378,1.38157375095099,1000,BCH,0.06320790768206656,469.09455773606265,4.244371529868324,0.3681223045898291,1.4715295530241848,0.7783246471226365,0.28424669838531624,0.11828662232971504
High-end,166,175,12,7.41873839897896,1.853883613062684,4000,BCH,0.06797620539213274,166.97568321996906,2.8774111619139755,0.4775011710827127,1.5123370268064118,0.5886086241063584,0.4881802100484519,0.18477803380596597
Mid-range,132,236,24,0.8613148375143659,0.9730089461724978,5000,LDPC,0.010782241514247318,174.79925878856193,4.825905065570322,0.37009536263034637,2.3509874092864775,0.7982453240605424,0.4589908449555424,0.15956823128924125
High-end,133,419,22,9.402245696622344,1.70666743380916,1000,BCH,0.023492954639506777,285.7622430117987,4.076271452466701,0.14025193216831877,2.3387464593526586,0.9339705252151094,0.23525662715208753,0.14900720120628871
Mid-range,164,291,24,4.588097872589277,1.1560937141905363,5000,LDPC,0.04650285036746647,237.64449832218574,2.2419466436444186,0.24680467393884445,1.5066756139147701,0.842705768535799,0.2566335587202044,0.15300794468773077
Low-end,126,169,40,6.371981322905341,0.4734920964112809,5000,BCH,0.08165476217444806,476.49878415491264,4.37250058786974,0.27456110685320445,1.9195554620859887,0.7569515415753574,0.4897769200437551,0.1306937319362291
Low-end,94,358,23,7.488590911548089,0.5305622026453173,4000,BCH,0.07809610795760065,352.48973041735195,4.7124384171305485,0.2662236313517608,2.7591980985848945,0.7181853922306286,0.3278043871449131,0.12042024839459309
Low-end,100,193,42,0.5579702491684572,1.9870089734345997,3000,BCH,0.07919005780669575,400.8647553686311,4.596241076268871,0.26489391590009836,1.6957793241274355,0.9783481777877812,0.38721558110518917,0.18356393824032616
Mid-range,110,168,14,3.716673996963299,0.5647846708610835,4000,LDPC,0.0874797518073882,160.5302697910846,4.65410283187591,0.40605328606318836,1.9589284857851506,0.9655493611504373,0.23070720593443728,0.1413549301855097
Low-end,156,493,47,1.798690944433986,1.6969089013784666,4000,LDPC,0.04895563361050816,321.79108578807364,3.704378355807245,0.39439561684554214,2.9745575181192914,0.9297211016867454,0.4585078749561619,0.14617685867090088
High-end,109,179,25,0.6353615137527804,0.6332805330938577,3000,BCH,0.029667235478375686,151.36827118431643,3.2598046214063805,0.39677744190980113,2.438178898707583,0.5625343557159523,0.25145754511395224,0.12237278375572647
High-end,129,120,14,9.60557433067828,1.6727903720742507,5000,BCH,0.09723000076127665,333.7474421785787,2.1382144231223963,0.3075605379722333,1.2145236418996563,0.5499233232232906,0.352818721567266,0.1707029655771795
Mid-range,138,339,47,5.72947866784682,1.9000513187058292,1000,BCH,0.014113435543358466,322.34022968802833,3.0607636810922747,0.20821531007725375,1.706879530519263,0.6819149501805764,0.47445682814031903,0.19722946924843868
High-end,156,362,39,8.343543287003948,1.794924548141127,3000,LDPC,0.06658613876252753,331.7660337260013,4.605019664201247,0.17982610513259695,1.6107303730882747,0.7908291674775385,0.2063595129641816,0.13676306112540768
Mid-range,168,82,35,7.984613891763074,1.4232439999116395,1000,BCH,0.023443774633753613,446.34346021072116,4.40885956136776,0.3203006003723208,1.217045556398968,0.9186455661073425,0.42548701995746974,0.18213637819272238
Mid-range,168,397,35,9.965675388655413,1.6933523477224457,4000,BCH,0.0942070528505838,375.4344080548376,2.8535592276569197,0.36680245301620673,2.7094617397072933,0.918452801926732,0.43086047502869235,0.19944822558797157
Low-end,115,289,13,4.7023013485338865,0.6072632520622159,3000,BCH,0.011859707261302564,245.00200956321746,4.105789329850072,0.38277011291799223,1.433542610161359,0.6542307583374816,0.23812972609007024,0.13368530573608228
Mid-range,110,460,36,6.309971544816228,0.7661049429889015,5000,LDPC,0.0611349429442627,327.27147090339577,2.3895732665495095,0.44812572232084635,2.339658211146027,0.8569671745277733,0.344427831260693,0.11520717253110331
High-end,88,274,26,6.747440378069385,1.0079051846283933,5000,BCH,0.07416520830818016,297.2752109260042,4.892870624214376,0.41059963750510187,2.585847191888088,0.6032874106174122,0.34693256062280087,0.17215629601506915
Low-end,167,211,17,6.755737739112822,1.8517356203058541,5000,BCH,0.048052162047770554,373.83285976713955,4.207451709666487,0.4144354252527598,2.6161871689934117,0.7518795225281927,0.3711637617762028,0.11448748939099714
Low-end,138,114,30,9.61477765376773,0.2507881516231624,5000,LDPC,0.018802259260123022,260.0869871672561,3.3356350327808264,0.14111945149764674,1.6833367407068178,0.8132661563729369,0.29420572672196044,0.18942285863781813
High-end,132,264,10,1.5507564155343656,0.7360649798196919,3000,LDPC,0.05370528098734441,151.47437825384608,3.3051422184698493,0.19482339601488685,2.703969869618648,0.5891539176975435,0.20786110780218303,0.10700777554427225
Low-end,99,474,38,1.642227296859329,0.8867545102879741,3000,BCH,0.021279219877695252,229.08413761584097,3.1796186174629337,0.3045836951836106,2.788900690543856,0.9114703079641246,0.33621533783918234,0.10482215505783588
Low-end,80,247,16,0.9644853422046453,1.0178710440651522,5000,BCH,0.04862796790661711,149.34757037819531,2.299084619152506,0.48945224126252285,2.897616588232115,0.9865634739391994,0.4816422843529239,0.1398717269571426
